date,Temp_C,year,month,day,hour,min,sec
04/18/2015 18:00:00,30.117,2015,4,18,18,0,0
04/18/2015 19:00:00,29.84,2015,4,18,19,0,0
04/18/2015 20:00:00,29.439,2015,4,18,19,59,59
04/18/2015 21:00:00,29.065,2015,4,18,21,0,0
04/18/2015 22:00:00,28.742,2015,4,18,22,0,0
04/18/2015 23:00:00,28.667,2015,4,18,22,59,59
04/19/2015 0:00:00,28.617,2015,4,19,,,
04/19/2015 1:00:00,28.593,2015,4,19,1,0,0
04/19/2015 2:00:00,28.518,2015,4,19,1,59,59
04/19/2015 3:00:00,28.493,2015,4,19,3,0,0
04/19/2015 4:00:00,28.493,2015,4,19,4,0,0
04/19/2015 5:00:00,28.468,2015,4,19,4,59,59
04/19/2015 6:00:00,28.468,2015,4,19,6,0,0
04/19/2015 7:00:00,28.468,2015,4,19,7,0,0
04/19/2015 8:00:00,28.468,2015,4,19,7,59,59
04/19/2015 9:00:00,28.444,2015,4,19,9,0,0
04/19/2015 10:00:00,28.493,2015,4,19,10,0,0
04/19/2015 11:00:00,28.617,2015,4,19,10,59,59
04/19/2015 12:00:00,28.766,2015,4,19,12,0,0
04/19/2015 13:00:00,28.965,2015,4,19,13,0,0
04/19/2015 14:00:00,29.315,2015,4,19,13,59,59
04/19/2015 15:00:00,29.615,2015,4,19,15,0,0
04/19/2015 16:00:00,29.84,2015,4,19,16,0,0
04/19/2015 17:00:00,30.041,2015,4,19,16,59,59
04/19/2015 18:00:00,30.117,2015,4,19,18,0,0
04/19/2015 19:00:00,29.815,2015,4,19,19,0,0
04/19/2015 20:00:00,29.765,2015,4,19,19,59,59
04/19/2015 21:00:00,29.09,2015,4,19,21,0,0
04/19/2015 22:00:00,28.99,2015,4,19,22,0,0
04/19/2015 23:00:00,28.866,2015,4,19,22,59,59
04/20/2015 0:00:00,28.816,2015,4,20,,,
04/20/2015 1:00:00,28.766,2015,4,20,1,0,0
04/20/2015 2:00:00,28.717,2015,4,20,1,59,59
04/20/2015 3:00:00,28.667,2015,4,20,3,0,0
04/20/2015 4:00:00,28.642,2015,4,20,4,0,0
04/20/2015 5:00:00,28.617,2015,4,20,4,59,59
04/20/2015 6:00:00,28.617,2015,4,20,6,0,0
04/20/2015 7:00:00,28.593,2015,4,20,7,0,0
04/20/2015 8:00:00,28.518,2015,4,20,7,59,59
04/20/2015 9:00:00,28.568,2015,4,20,9,0,0
04/20/2015 10:00:00,28.568,2015,4,20,10,0,0
04/20/2015 11:00:00,28.692,2015,4,20,10,59,59
04/20/2015 12:00:00,28.866,2015,4,20,12,0,0
04/20/2015 13:00:00,29.065,2015,4,20,13,0,0
04/20/2015 14:00:00,29.315,2015,4,20,13,59,59
04/20/2015 15:00:00,29.765,2015,4,20,15,0,0
04/20/2015 16:00:00,30.041,2015,4,20,16,0,0
04/20/2015 17:00:00,30.066,2015,4,20,16,59,59
04/20/2015 18:00:00,30.142,2015,4,20,18,0,0
04/20/2015 19:00:00,30.117,2015,4,20,19,0,0
04/20/2015 20:00:00,29.665,2015,4,20,19,59,59
04/20/2015 21:00:00,29.34,2015,4,20,21,0,0
04/20/2015 22:00:00,29.165,2015,4,20,22,0,0
04/20/2015 23:00:00,29.04,2015,4,20,22,59,59
04/21/2015 0:00:00,29.015,2015,4,21,,,
04/21/2015 1:00:00,28.965,2015,4,21,1,0,0
04/21/2015 2:00:00,28.916,2015,4,21,1,59,59
04/21/2015 3:00:00,28.816,2015,4,21,3,0,0
04/21/2015 4:00:00,28.841,2015,4,21,4,0,0
04/21/2015 5:00:00,28.766,2015,4,21,4,59,59
04/21/2015 6:00:00,28.766,2015,4,21,6,0,0
04/21/2015 7:00:00,28.766,2015,4,21,7,0,0
04/21/2015 8:00:00,28.667,2015,4,21,7,59,59
04/21/2015 9:00:00,28.692,2015,4,21,9,0,0
04/21/2015 10:00:00,28.742,2015,4,21,10,0,0
04/21/2015 11:00:00,28.841,2015,4,21,10,59,59
04/21/2015 12:00:00,28.965,2015,4,21,12,0,0
04/21/2015 13:00:00,29.24,2015,4,21,13,0,0
04/21/2015 14:00:00,29.414,2015,4,21,13,59,59
04/21/2015 15:00:00,29.916,2015,4,21,15,0,0
04/21/2015 16:00:00,30.243,2015,4,21,16,0,0
04/21/2015 17:00:00,30.343,2015,4,21,16,59,59
04/21/2015 18:00:00,30.293,2015,4,21,18,0,0
04/21/2015 19:00:00,30.192,2015,4,21,19,0,0
04/21/2015 20:00:00,29.916,2015,4,21,19,59,59
04/21/2015 21:00:00,29.64,2015,4,21,21,0,0
04/21/2015 22:00:00,29.464,2015,4,21,22,0,0
04/21/2015 23:00:00,29.414,2015,4,21,22,59,59
04/22/2015 0:00:00,29.315,2015,4,22,,,
04/22/2015 1:00:00,29.265,2015,4,22,1,0,0
04/22/2015 2:00:00,29.215,2015,4,22,1,59,59
04/22/2015 3:00:00,29.19,2015,4,22,3,0,0
04/22/2015 4:00:00,29.14,2015,4,22,4,0,0
04/22/2015 5:00:00,29.14,2015,4,22,4,59,59
04/22/2015 6:00:00,29.09,2015,4,22,6,0,0
04/22/2015 7:00:00,29.065,2015,4,22,7,0,0
04/22/2015 8:00:00,29.015,2015,4,22,7,59,59
04/22/2015 9:00:00,28.941,2015,4,22,9,0,0
04/22/2015 10:00:00,28.965,2015,4,22,10,0,0
04/22/2015 11:00:00,29.09,2015,4,22,10,59,59
04/22/2015 12:00:00,29.265,2015,4,22,12,0,0
04/22/2015 13:00:00,29.49,2015,4,22,13,0,0
04/22/2015 14:00:00,29.715,2015,4,22,13,59,59
04/22/2015 15:00:00,29.941,2015,4,22,15,0,0
04/22/2015 16:00:00,30.091,2015,4,22,16,0,0
04/22/2015 17:00:00,30.495,2015,4,22,16,59,59
04/22/2015 18:00:00,30.571,2015,4,22,18,0,0
04/22/2015 19:00:00,30.318,2015,4,22,19,0,0
04/22/2015 20:00:00,29.89,2015,4,22,19,59,59
04/22/2015 21:00:00,29.515,2015,4,22,21,0,0
04/22/2015 22:00:00,29.565,2015,4,22,22,0,0
04/22/2015 23:00:00,29.365,2015,4,22,22,59,59
04/23/2015 0:00:00,29.265,2015,4,23,,,
04/23/2015 1:00:00,29.215,2015,4,23,1,0,0
04/23/2015 2:00:00,29.19,2015,4,23,1,59,59
04/23/2015 3:00:00,29.115,2015,4,23,3,0,0
04/23/2015 4:00:00,29.09,2015,4,23,4,0,0
04/23/2015 5:00:00,29.115,2015,4,23,4,59,59
04/23/2015 6:00:00,29.065,2015,4,23,6,0,0
04/23/2015 7:00:00,29.04,2015,4,23,7,0,0
04/23/2015 8:00:00,28.99,2015,4,23,7,59,59
04/23/2015 9:00:00,28.99,2015,4,23,9,0,0
04/23/2015 10:00:00,28.965,2015,4,23,10,0,0
04/23/2015 11:00:00,29.115,2015,4,23,10,59,59
04/23/2015 12:00:00,29.24,2015,4,23,12,0,0
04/23/2015 13:00:00,29.54,2015,4,23,13,0,0
04/23/2015 14:00:00,29.89,2015,4,23,13,59,59
04/23/2015 15:00:00,30.091,2015,4,23,15,0,0
04/23/2015 16:00:00,30.343,2015,4,23,16,0,0
04/23/2015 17:00:00,30.596,2015,4,23,16,59,59
04/23/2015 18:00:00,30.621,2015,4,23,18,0,0
04/23/2015 19:00:00,30.469,2015,4,23,19,0,0
04/23/2015 20:00:00,30.167,2015,4,23,19,59,59
04/23/2015 21:00:00,29.69,2015,4,23,21,0,0
04/23/2015 22:00:00,29.29,2015,4,23,22,0,0
04/23/2015 23:00:00,29.215,2015,4,23,22,59,59
04/24/2015 0:00:00,29.19,2015,4,24,,,
04/24/2015 1:00:00,29.165,2015,4,24,1,0,0
04/24/2015 2:00:00,29.09,2015,4,24,1,59,59
04/24/2015 3:00:00,29.04,2015,4,24,3,0,0
04/24/2015 4:00:00,29.015,2015,4,24,4,0,0
04/24/2015 5:00:00,28.99,2015,4,24,4,59,59
04/24/2015 6:00:00,28.941,2015,4,24,6,0,0
04/24/2015 7:00:00,28.916,2015,4,24,7,0,0
04/24/2015 8:00:00,28.891,2015,4,24,7,59,59
04/24/2015 9:00:00,28.841,2015,4,24,9,0,0
04/24/2015 10:00:00,28.866,2015,4,24,10,0,0
04/24/2015 11:00:00,28.99,2015,4,24,10,59,59
04/24/2015 12:00:00,29.165,2015,4,24,12,0,0
04/24/2015 13:00:00,29.414,2015,4,24,13,0,0
04/24/2015 14:00:00,29.765,2015,4,24,13,59,59
04/24/2015 15:00:00,29.966,2015,4,24,15,0,0
04/24/2015 16:00:00,30.469,2015,4,24,16,0,0
04/24/2015 17:00:00,30.495,2015,4,24,16,59,59
04/24/2015 18:00:00,30.469,2015,4,24,18,0,0
04/24/2015 19:00:00,30.545,2015,4,24,19,0,0
04/24/2015 20:00:00,30.091,2015,4,24,19,59,59
04/24/2015 21:00:00,29.64,2015,4,24,21,0,0
04/24/2015 22:00:00,29.34,2015,4,24,22,0,0
04/24/2015 23:00:00,29.165,2015,4,24,22,59,59
04/25/2015 0:00:00,29.14,2015,4,25,,,
04/25/2015 1:00:00,29.09,2015,4,25,1,0,0
04/25/2015 2:00:00,29.015,2015,4,25,1,59,59
04/25/2015 3:00:00,29.015,2015,4,25,3,0,0
04/25/2015 4:00:00,28.965,2015,4,25,4,0,0
04/25/2015 5:00:00,28.941,2015,4,25,4,59,59
04/25/2015 6:00:00,28.742,2015,4,25,6,0,0
04/25/2015 7:00:00,28.692,2015,4,25,7,0,0
04/25/2015 8:00:00,28.742,2015,4,25,7,59,59
04/25/2015 9:00:00,28.742,2015,4,25,9,0,0
04/25/2015 10:00:00,28.766,2015,4,25,10,0,0
04/25/2015 11:00:00,28.965,2015,4,25,10,59,59
04/25/2015 12:00:00,29.165,2015,4,25,12,0,0
04/25/2015 13:00:00,29.49,2015,4,25,13,0,0
04/25/2015 14:00:00,29.765,2015,4,25,13,59,59
04/25/2015 15:00:00,30.243,2015,4,25,15,0,0
04/25/2015 16:00:00,30.369,2015,4,25,16,0,0
04/25/2015 17:00:00,31.001,2015,4,25,16,59,59
04/25/2015 18:00:00,30.52,2015,4,25,18,0,0
04/25/2015 19:00:00,30.469,2015,4,25,19,0,0
04/25/2015 20:00:00,29.865,2015,4,25,19,59,59
04/25/2015 21:00:00,29.59,2015,4,25,21,0,0
04/25/2015 22:00:00,29.315,2015,4,25,22,0,0
04/25/2015 23:00:00,29.19,2015,4,25,22,59,59
04/26/2015 0:00:00,29.115,2015,4,26,,,
04/26/2015 1:00:00,29.065,2015,4,26,1,0,0
04/26/2015 2:00:00,29.04,2015,4,26,1,59,59
04/26/2015 3:00:00,29.015,2015,4,26,3,0,0
04/26/2015 4:00:00,28.99,2015,4,26,4,0,0
04/26/2015 5:00:00,28.99,2015,4,26,4,59,59
04/26/2015 6:00:00,28.965,2015,4,26,6,0,0
04/26/2015 7:00:00,28.965,2015,4,26,7,0,0
04/26/2015 8:00:00,28.891,2015,4,26,7,59,59
04/26/2015 9:00:00,28.891,2015,4,26,9,0,0
04/26/2015 10:00:00,28.916,2015,4,26,10,0,0
04/26/2015 11:00:00,29.015,2015,4,26,10,59,59
04/26/2015 12:00:00,29.165,2015,4,26,12,0,0
04/26/2015 13:00:00,29.414,2015,4,26,13,0,0
04/26/2015 14:00:00,29.765,2015,4,26,13,59,59
04/26/2015 15:00:00,29.89,2015,4,26,15,0,0
04/26/2015 16:00:00,30.192,2015,4,26,16,0,0
04/26/2015 17:00:00,30.9,2015,4,26,16,59,59
04/26/2015 18:00:00,30.722,2015,4,26,18,0,0
04/26/2015 19:00:00,30.293,2015,4,26,19,0,0
04/26/2015 20:00:00,29.916,2015,4,26,19,59,59
04/26/2015 21:00:00,29.84,2015,4,26,21,0,0
04/26/2015 22:00:00,29.565,2015,4,26,22,0,0
04/26/2015 23:00:00,29.464,2015,4,26,22,59,59
04/27/2015 0:00:00,29.439,2015,4,27,,,
04/27/2015 1:00:00,29.365,2015,4,27,1,0,0
04/27/2015 2:00:00,29.24,2015,4,27,1,59,59
04/27/2015 3:00:00,29.165,2015,4,27,3,0,0
04/27/2015 4:00:00,29.115,2015,4,27,4,0,0
04/27/2015 5:00:00,29.065,2015,4,27,4,59,59
04/27/2015 6:00:00,29.04,2015,4,27,6,0,0
04/27/2015 7:00:00,29.04,2015,4,27,7,0,0
04/27/2015 8:00:00,28.965,2015,4,27,7,59,59
04/27/2015 9:00:00,28.891,2015,4,27,9,0,0
04/27/2015 10:00:00,29.015,2015,4,27,10,0,0
04/27/2015 11:00:00,29.165,2015,4,27,10,59,59
04/27/2015 12:00:00,29.365,2015,4,27,12,0,0
04/27/2015 13:00:00,29.64,2015,4,27,13,0,0
04/27/2015 14:00:00,29.966,2015,4,27,13,59,59
04/27/2015 15:00:00,30.217,2015,4,27,15,0,0
04/27/2015 16:00:00,30.596,2015,4,27,16,0,0
04/27/2015 17:00:00,30.824,2015,4,27,16,59,59
04/27/2015 18:00:00,30.672,2015,4,27,18,0,0
04/27/2015 19:00:00,30.596,2015,4,27,19,0,0
04/27/2015 20:00:00,30.293,2015,4,27,19,59,59
04/27/2015 21:00:00,29.941,2015,4,27,21,0,0
04/27/2015 22:00:00,29.74,2015,4,27,22,0,0
04/27/2015 23:00:00,29.64,2015,4,27,22,59,59
04/28/2015 0:00:00,29.59,2015,4,28,,,
04/28/2015 1:00:00,29.49,2015,4,28,1,0,0
04/28/2015 2:00:00,29.389,2015,4,28,1,59,59
04/28/2015 3:00:00,29.29,2015,4,28,3,0,0
04/28/2015 4:00:00,29.29,2015,4,28,4,0,0
04/28/2015 5:00:00,29.215,2015,4,28,4,59,59
04/28/2015 6:00:00,29.24,2015,4,28,6,0,0
04/28/2015 7:00:00,29.19,2015,4,28,7,0,0
04/28/2015 8:00:00,29.165,2015,4,28,7,59,59
04/28/2015 9:00:00,29.14,2015,4,28,9,0,0
04/28/2015 10:00:00,29.19,2015,4,28,10,0,0
04/28/2015 11:00:00,29.265,2015,4,28,10,59,59
04/28/2015 12:00:00,29.464,2015,4,28,12,0,0
04/28/2015 13:00:00,29.715,2015,4,28,13,0,0
04/28/2015 14:00:00,30.066,2015,4,28,13,59,59
04/28/2015 15:00:00,30.394,2015,4,28,15,0,0
04/28/2015 16:00:00,30.571,2015,4,28,16,0,0
04/28/2015 17:00:00,30.571,2015,4,28,16,59,59
04/28/2015 18:00:00,30.646,2015,4,28,18,0,0
04/28/2015 19:00:00,30.444,2015,4,28,19,0,0
04/28/2015 20:00:00,30.117,2015,4,28,19,59,59
04/28/2015 21:00:00,29.665,2015,4,28,21,0,0
04/28/2015 22:00:00,29.54,2015,4,28,22,0,0
04/28/2015 23:00:00,29.59,2015,4,28,22,59,59
04/29/2015 0:00:00,29.865,2015,4,29,,,
04/29/2015 1:00:00,29.89,2015,4,29,1,0,0
04/29/2015 2:00:00,29.765,2015,4,29,1,59,59
04/29/2015 3:00:00,29.439,2015,4,29,3,0,0
04/29/2015 4:00:00,29.565,2015,4,29,4,0,0
04/29/2015 5:00:00,29.49,2015,4,29,4,59,59
04/29/2015 6:00:00,29.414,2015,4,29,6,0,0
04/29/2015 7:00:00,29.365,2015,4,29,7,0,0
04/29/2015 8:00:00,29.315,2015,4,29,7,59,59
04/29/2015 9:00:00,29.315,2015,4,29,9,0,0
04/29/2015 10:00:00,29.34,2015,4,29,10,0,0
04/29/2015 11:00:00,29.414,2015,4,29,10,59,59
04/29/2015 12:00:00,29.464,2015,4,29,12,0,0
04/29/2015 13:00:00,29.64,2015,4,29,13,0,0
04/29/2015 14:00:00,29.865,2015,4,29,13,59,59
04/29/2015 15:00:00,30.066,2015,4,29,15,0,0
04/29/2015 16:00:00,30.142,2015,4,29,16,0,0
04/29/2015 17:00:00,30.091,2015,4,29,16,59,59
04/29/2015 18:00:00,30.016,2015,4,29,18,0,0
04/29/2015 19:00:00,30.016,2015,4,29,19,0,0
04/29/2015 20:00:00,30.016,2015,4,29,19,59,59
04/29/2015 21:00:00,29.991,2015,4,29,21,0,0
04/29/2015 22:00:00,29.79,2015,4,29,22,0,0
04/29/2015 23:00:00,29.69,2015,4,29,22,59,59
04/30/2015 0:00:00,29.615,2015,4,30,,,
04/30/2015 1:00:00,29.615,2015,4,30,1,0,0
04/30/2015 2:00:00,29.464,2015,4,30,1,59,59
04/30/2015 3:00:00,29.49,2015,4,30,3,0,0
04/30/2015 4:00:00,29.414,2015,4,30,4,0,0
04/30/2015 5:00:00,29.365,2015,4,30,4,59,59
04/30/2015 6:00:00,29.365,2015,4,30,6,0,0
04/30/2015 7:00:00,29.315,2015,4,30,7,0,0
04/30/2015 8:00:00,29.315,2015,4,30,7,59,59
04/30/2015 9:00:00,29.29,2015,4,30,9,0,0
04/30/2015 10:00:00,29.24,2015,4,30,10,0,0
04/30/2015 11:00:00,29.165,2015,4,30,10,59,59
04/30/2015 12:00:00,29.09,2015,4,30,12,0,0
04/30/2015 13:00:00,29.065,2015,4,30,13,0,0
04/30/2015 14:00:00,29.04,2015,4,30,13,59,59
04/30/2015 15:00:00,29.015,2015,4,30,15,0,0
04/30/2015 16:00:00,29.215,2015,4,30,16,0,0
04/30/2015 17:00:00,29.215,2015,4,30,16,59,59
04/30/2015 18:00:00,29.14,2015,4,30,18,0,0
04/30/2015 19:00:00,29.065,2015,4,30,19,0,0
04/30/2015 20:00:00,29.04,2015,4,30,19,59,59
04/30/2015 21:00:00,29.015,2015,4,30,21,0,0
04/30/2015 22:00:00,28.965,2015,4,30,22,0,0
04/30/2015 23:00:00,28.916,2015,4,30,22,59,59
05/01/2015 0:00:00,28.866,2015,5,1,,,
05/01/2015 1:00:00,28.866,2015,5,1,1,0,0
05/01/2015 2:00:00,28.841,2015,5,1,1,59,59
05/01/2015 3:00:00,28.841,2015,5,1,3,0,0
05/01/2015 4:00:00,28.841,2015,5,1,4,0,0
05/01/2015 5:00:00,28.841,2015,5,1,4,59,59
05/01/2015 6:00:00,28.841,2015,5,1,6,0,0
05/01/2015 7:00:00,28.816,2015,5,1,7,0,0
05/01/2015 8:00:00,28.916,2015,5,1,7,59,59
05/01/2015 9:00:00,28.916,2015,5,1,9,0,0
05/01/2015 10:00:00,28.841,2015,5,1,10,0,0
05/01/2015 11:00:00,28.965,2015,5,1,10,59,59
05/01/2015 12:00:00,29.14,2015,5,1,12,0,0
05/01/2015 13:00:00,29.215,2015,5,1,13,0,0
05/01/2015 14:00:00,29.315,2015,5,1,13,59,59
05/01/2015 15:00:00,29.54,2015,5,1,15,0,0
05/01/2015 16:00:00,29.715,2015,5,1,16,0,0
05/01/2015 17:00:00,29.916,2015,5,1,16,59,59
05/01/2015 18:00:00,29.966,2015,5,1,18,0,0
05/01/2015 19:00:00,29.941,2015,5,1,19,0,0
05/01/2015 20:00:00,29.815,2015,5,1,19,59,59
05/01/2015 21:00:00,29.365,2015,5,1,21,0,0
05/01/2015 22:00:00,29.14,2015,5,1,22,0,0
05/01/2015 23:00:00,29.09,2015,5,1,22,59,59
05/02/2015 0:00:00,29.015,2015,5,2,,,
05/02/2015 1:00:00,29.04,2015,5,2,1,0,0
05/02/2015 2:00:00,28.99,2015,5,2,1,59,59
05/02/2015 3:00:00,28.941,2015,5,2,3,0,0
05/02/2015 4:00:00,28.941,2015,5,2,4,0,0
05/02/2015 5:00:00,28.916,2015,5,2,4,59,59
05/02/2015 6:00:00,28.891,2015,5,2,6,0,0
05/02/2015 7:00:00,28.916,2015,5,2,7,0,0
05/02/2015 8:00:00,28.891,2015,5,2,7,59,59
05/02/2015 9:00:00,28.891,2015,5,2,9,0,0
05/02/2015 10:00:00,28.941,2015,5,2,10,0,0
05/02/2015 11:00:00,28.99,2015,5,2,10,59,59
05/02/2015 12:00:00,29.015,2015,5,2,12,0,0
05/02/2015 13:00:00,29.065,2015,5,2,13,0,0
05/02/2015 14:00:00,29.04,2015,5,2,13,59,59
05/02/2015 15:00:00,28.916,2015,5,2,15,0,0
05/02/2015 16:00:00,29.115,2015,5,2,16,0,0
05/02/2015 17:00:00,29.19,2015,5,2,16,59,59
05/02/2015 18:00:00,29.09,2015,5,2,18,0,0
05/02/2015 19:00:00,29.115,2015,5,2,19,0,0
05/02/2015 20:00:00,29.115,2015,5,2,19,59,59
05/02/2015 21:00:00,28.965,2015,5,2,21,0,0
05/02/2015 22:00:00,28.791,2015,5,2,22,0,0
05/02/2015 23:00:00,28.816,2015,5,2,22,59,59
05/03/2015 0:00:00,28.841,2015,5,3,,,
05/03/2015 1:00:00,28.866,2015,5,3,1,0,0
05/03/2015 2:00:00,28.941,2015,5,3,1,59,59
05/03/2015 3:00:00,28.941,2015,5,3,3,0,0
05/03/2015 4:00:00,28.941,2015,5,3,4,0,0
05/03/2015 5:00:00,28.941,2015,5,3,4,59,59
05/03/2015 6:00:00,28.916,2015,5,3,6,0,0
05/03/2015 7:00:00,28.891,2015,5,3,7,0,0
05/03/2015 8:00:00,28.816,2015,5,3,7,59,59
05/03/2015 9:00:00,28.692,2015,5,3,9,0,0
05/03/2015 10:00:00,28.717,2015,5,3,10,0,0
05/03/2015 11:00:00,28.866,2015,5,3,10,59,59
05/03/2015 12:00:00,28.866,2015,5,3,12,0,0
05/03/2015 13:00:00,29.065,2015,5,3,13,0,0
05/03/2015 14:00:00,29.065,2015,5,3,13,59,59
05/03/2015 15:00:00,28.965,2015,5,3,15,0,0
05/03/2015 16:00:00,29.09,2015,5,3,16,0,0
05/03/2015 17:00:00,29.54,2015,5,3,16,59,59
05/03/2015 18:00:00,29.24,2015,5,3,18,0,0
05/03/2015 19:00:00,29.19,2015,5,3,19,0,0
05/03/2015 20:00:00,29.115,2015,5,3,19,59,59
05/03/2015 21:00:00,29.015,2015,5,3,21,0,0
05/03/2015 22:00:00,28.916,2015,5,3,22,0,0
05/03/2015 23:00:00,28.866,2015,5,3,22,59,59
05/04/2015 0:00:00,28.742,2015,5,4,,,
05/04/2015 1:00:00,28.742,2015,5,4,1,0,0
05/04/2015 2:00:00,28.742,2015,5,4,1,59,59
05/04/2015 3:00:00,28.692,2015,5,4,3,0,0
05/04/2015 4:00:00,28.717,2015,5,4,4,0,0
05/04/2015 5:00:00,28.692,2015,5,4,4,59,59
05/04/2015 6:00:00,28.692,2015,5,4,6,0,0
05/04/2015 7:00:00,28.692,2015,5,4,7,0,0
05/04/2015 8:00:00,28.667,2015,5,4,7,59,59
05/04/2015 9:00:00,28.617,2015,5,4,9,0,0
05/04/2015 10:00:00,28.617,2015,5,4,10,0,0
05/04/2015 11:00:00,28.692,2015,5,4,10,59,59
05/04/2015 12:00:00,28.916,2015,5,4,12,0,0
05/04/2015 13:00:00,29.165,2015,5,4,13,0,0
05/04/2015 14:00:00,29.414,2015,5,4,13,59,59
05/04/2015 15:00:00,29.665,2015,5,4,15,0,0
05/04/2015 16:00:00,29.916,2015,5,4,16,0,0
05/04/2015 17:00:00,30.142,2015,5,4,16,59,59
05/04/2015 18:00:00,30.041,2015,5,4,18,0,0
05/04/2015 19:00:00,29.89,2015,5,4,19,0,0
05/04/2015 20:00:00,29.69,2015,5,4,19,59,59
05/04/2015 21:00:00,29.414,2015,5,4,21,0,0
05/04/2015 22:00:00,29.065,2015,5,4,22,0,0
05/04/2015 23:00:00,28.965,2015,5,4,22,59,59
05/05/2015 0:00:00,29.015,2015,5,5,,,
05/05/2015 1:00:00,28.941,2015,5,5,1,0,0
05/05/2015 2:00:00,28.965,2015,5,5,1,59,59
05/05/2015 3:00:00,28.941,2015,5,5,3,0,0
05/05/2015 4:00:00,28.866,2015,5,5,4,0,0
05/05/2015 5:00:00,28.841,2015,5,5,4,59,59
05/05/2015 6:00:00,28.841,2015,5,5,6,0,0
05/05/2015 7:00:00,28.816,2015,5,5,7,0,0
05/05/2015 8:00:00,28.791,2015,5,5,7,59,59
05/05/2015 9:00:00,28.766,2015,5,5,9,0,0
05/05/2015 10:00:00,28.791,2015,5,5,10,0,0
05/05/2015 11:00:00,28.891,2015,5,5,10,59,59
05/05/2015 12:00:00,29.065,2015,5,5,12,0,0
05/05/2015 13:00:00,29.34,2015,5,5,13,0,0
05/05/2015 14:00:00,29.49,2015,5,5,13,59,59
05/05/2015 15:00:00,29.79,2015,5,5,15,0,0
05/05/2015 16:00:00,29.991,2015,5,5,16,0,0
05/05/2015 17:00:00,30.293,2015,5,5,16,59,59
05/05/2015 18:00:00,30.52,2015,5,5,18,0,0
05/05/2015 19:00:00,30.343,2015,5,5,19,0,0
05/05/2015 20:00:00,30.066,2015,5,5,19,59,59
05/05/2015 21:00:00,29.74,2015,5,5,21,0,0
05/05/2015 22:00:00,29.439,2015,5,5,22,0,0
05/05/2015 23:00:00,29.365,2015,5,5,22,59,59
05/06/2015 0:00:00,29.29,2015,5,6,,,
05/06/2015 1:00:00,29.215,2015,5,6,1,0,0
05/06/2015 2:00:00,29.165,2015,5,6,1,59,59
05/06/2015 3:00:00,28.99,2015,5,6,3,0,0
05/06/2015 4:00:00,28.99,2015,5,6,4,0,0
05/06/2015 5:00:00,28.965,2015,5,6,4,59,59
05/06/2015 6:00:00,28.965,2015,5,6,6,0,0
05/06/2015 7:00:00,28.941,2015,5,6,7,0,0
05/06/2015 8:00:00,28.916,2015,5,6,7,59,59
05/06/2015 9:00:00,28.866,2015,5,6,9,0,0
05/06/2015 10:00:00,28.841,2015,5,6,10,0,0
05/06/2015 11:00:00,28.99,2015,5,6,10,59,59
05/06/2015 12:00:00,29.215,2015,5,6,12,0,0
05/06/2015 13:00:00,29.439,2015,5,6,13,0,0
05/06/2015 14:00:00,29.665,2015,5,6,13,59,59
05/06/2015 15:00:00,29.74,2015,5,6,15,0,0
05/06/2015 16:00:00,30.066,2015,5,6,16,0,0
05/06/2015 17:00:00,30.192,2015,5,6,16,59,59
05/06/2015 18:00:00,30.091,2015,5,6,18,0,0
05/06/2015 19:00:00,30.192,2015,5,6,19,0,0
05/06/2015 20:00:00,30.016,2015,5,6,19,59,59
05/06/2015 21:00:00,29.515,2015,5,6,21,0,0
05/06/2015 22:00:00,29.365,2015,5,6,22,0,0
05/06/2015 23:00:00,29.215,2015,5,6,22,59,59
05/07/2015 0:00:00,29.19,2015,5,7,,,
05/07/2015 1:00:00,29.24,2015,5,7,1,0,0
05/07/2015 2:00:00,29.215,2015,5,7,1,59,59
05/07/2015 3:00:00,29.19,2015,5,7,3,0,0
05/07/2015 4:00:00,29.14,2015,5,7,4,0,0
05/07/2015 5:00:00,29.115,2015,5,7,4,59,59
05/07/2015 6:00:00,29.065,2015,5,7,6,0,0
05/07/2015 7:00:00,29.04,2015,5,7,7,0,0
05/07/2015 8:00:00,29.04,2015,5,7,7,59,59
05/07/2015 9:00:00,28.965,2015,5,7,9,0,0
05/07/2015 10:00:00,29.015,2015,5,7,10,0,0
05/07/2015 11:00:00,29.14,2015,5,7,10,59,59
05/07/2015 12:00:00,29.29,2015,5,7,12,0,0
05/07/2015 13:00:00,29.49,2015,5,7,13,0,0
05/07/2015 14:00:00,29.715,2015,5,7,13,59,59
05/07/2015 15:00:00,29.89,2015,5,7,15,0,0
05/07/2015 16:00:00,30.016,2015,5,7,16,0,0
05/07/2015 17:00:00,30.167,2015,5,7,16,59,59
05/07/2015 18:00:00,30.142,2015,5,7,18,0,0
05/07/2015 19:00:00,30.192,2015,5,7,19,0,0
05/07/2015 20:00:00,29.916,2015,5,7,19,59,59
05/07/2015 21:00:00,29.69,2015,5,7,21,0,0
05/07/2015 22:00:00,29.389,2015,5,7,22,0,0
05/07/2015 23:00:00,29.315,2015,5,7,22,59,59
05/08/2015 0:00:00,29.24,2015,5,8,,,
05/08/2015 1:00:00,29.215,2015,5,8,1,0,0
05/08/2015 2:00:00,29.19,2015,5,8,1,59,59
05/08/2015 3:00:00,29.19,2015,5,8,3,0,0
05/08/2015 4:00:00,29.14,2015,5,8,4,0,0
