timepoint,bw_date,ID,species,collection_site,transplant_site,treatment,mortality,bw,bw_sd,bw_se
T0,12/11/2017,PSTR 1 1,PSTR,NS,NS,NS Native,alive,16.99472296,0.014142136,0.01
T0,12/11/2017,PSTR 1 2,PSTR,NS,NS,NS Native,alive,28.50501319,0.028284271,0.02
T0,12/11/2017,PSTR 1 3,PSTR,NS,NS,NS Native,alive,16.50844327,0.007071068,0.005
T0,12/11/2017,PSTR 1 4,PSTR,NS,NS,NS Native,alive,13.15963061,0.021213203,0.015
T0,12/11/2017,PSTR 1 5,PSTR,NS,NS,NS Native,alive,14.14722955,0,0
T0,12/11/2017,PSTR 1 6,PSTR,NS,NS,NS Native,alive,22.20343008,0.007071068,0.005
T0,12/11/2017,PSTR 1 7,PSTR,NS,OS,OS Transplant,alive,27.6828496,0.014142136,0.01
T0,12/11/2017,PSTR 1 8,PSTR,NS,OS,OS Transplant,alive,16.07730871,0.007071068,0.005
T0,12/11/2017,PSTR 1 9,PSTR,NS,OS,OS Transplant,alive,15.44063325,0,0
T0,12/11/2017,PSTR 1 10,PSTR,NS,OS,OS Transplant,alive,18.62401055,0.007071068,0.005
T0,12/11/2017,PSTR 1 11,PSTR,NS,OS,OS Transplant,alive,17.68654354,0.028284271,0.02
T0,12/11/2017,PSTR 1 12,PSTR,NS,OS,OS Transplant,alive,22.34881266,0,0
T0,12/11/2017,PSTR 1 13,PSTR,NS,control,control,alive,NA,NA,NA
T0,12/12/2017,PSTR 1 14,PSTR,OS,OS,OS Native,alive,18.0911958,0.035355339,0.025
T0,12/12/2017,PSTR 1 15,PSTR,OS,OS,OS Native,alive,16.24862024,0.014142136,0.01
T0,12/12/2017,PSTR 1 16,PSTR,OS,OS,OS Native,alive,20.52798949,0.007071068,0.005
T0,12/12/2017,PSTR 1 17,PSTR,OS,OS,OS Native,alive,13.7369251,0.007071068,0.005
T0,12/12/2017,PSTR 1 18,PSTR,OS,OS,OS Native,alive,9.207884363,0,0
T0,12/12/2017,PSTR 1 19,PSTR,OS,OS,OS Native,alive,14.62076216,0,0
T0,12/12/2017,PSTR 1 20,PSTR,OS,NS,NS Transplant,alive,9.607358739,0,0
T0,12/12/2017,PSTR 1 21,PSTR,OS,NS,NS Transplant,alive,17.082523,0.007071068,0.005
T0,12/12/2017,PSTR 1 22,PSTR,OS,NS,NS Transplant,alive,14.22628121,0.007071068,0.005
T0,12/12/2017,PSTR 1 23,PSTR,OS,NS,NS Transplant,alive,17.50197109,0.035355339,0.025
T0,12/12/2017,PSTR 1 24,PSTR,OS,NS,NS Transplant,alive,14.07148489,0.014142136,0.01
T0,12/12/2017,PSTR 1 25,PSTR,OS,NS,NS Transplant,alive,16.75795007,0.014142136,0.01
T0,12/12/2017,PSTR 1 26,PSTR,OS,control,control,alive,NA,NA,NA
T0,12/11/2017,PSTR 2 1,PSTR,NS,NS,NS Native,alive,14.85,0.01414,0.01
T0,12/11/2017,PSTR 2 2,PSTR,NS,NS,NS Native,alive,21.405,0.00707,0.005
T0,12/11/2017,PSTR 2 3,PSTR,NS,NS,NS Native,alive,13.66,0,0
T0,12/11/2017,PSTR 2 4,PSTR,NS,NS,NS Native,alive,12.8,0.01414,0.01
T0,12/11/2017,PSTR 2 5,PSTR,NS,NS,NS Native,alive,25.205,0.02121,0.015
T0,12/11/2017,PSTR 2 6,PSTR,NS,NS,NS Native,alive,12.635,0.007071,0.005
T0,12/11/2017,PSTR 2 7,PSTR,NS,OS,OS Transplant,alive,15.34,0,0
T0,12/11/2017,PSTR 2 8,PSTR,NS,OS,OS Transplant,alive,12.175,0.00707,0.005
T0,12/11/2017,PSTR 2 9,PSTR,NS,OS,OS Transplant,alive,16.92,0,0
T0,12/11/2017,PSTR 2 10,PSTR,NS,OS,OS Transplant,alive,21.06,0.02828,0.02
T0,12/11/2017,PSTR 2 11,PSTR,NS,OS,OS Transplant,alive,21.07,0.014142136,0.01
T0,12/11/2017,PSTR 2 12,PSTR,NS,OS,OS Transplant,alive,24.055,0.007071068,0.005
T0,12/11/2017,PSTR 2 13,PSTR,NS,control,control,alive,NA,NA,NA
T0,12/12/2017,PSTR 2 14,PSTR,OS,OS,OS Native,alive,8.97,0,0
T0,12/12/2017,PSTR 2 15,PSTR,OS,OS,OS Native,alive,12.855,0.007071068,0.005
T0,12/12/2017,PSTR 2 16,PSTR,OS,OS,OS Native,alive,9.875,0.007071068,0.005
T0,12/12/2017,PSTR 2 17,PSTR,OS,OS,OS Native,alive,9.705,0.021213203,0.015
T0,12/12/2017,PSTR 2 18,PSTR,OS,OS,OS Native,alive,8.98,0.014142136,0.01
T0,12/12/2017,PSTR 2 19,PSTR,OS,OS,OS Native,alive,12.155,0.007071068,0.005
T0,12/12/2017,PSTR 2 20,PSTR,OS,NS,NS Transplant,alive,13.25,0.014142136,0.01
T0,12/12/2017,PSTR 2 21,PSTR,OS,NS,NS Transplant,alive,10.53,0.014142136,0.01
T0,12/12/2017,PSTR 2 22,PSTR,OS,NS,NS Transplant,alive,13.31,0.014142136,0.01
T0,12/12/2017,PSTR 2 23,PSTR,OS,NS,NS Transplant,alive,11.95,0.014142136,0.01
T0,12/12/2017,PSTR 2 24,PSTR,OS,NS,NS Transplant,alive,13.92,0,0
T0,12/12/2017,PSTR 2 25,PSTR,OS,NS,NS Transplant,alive,10.22,0,0
T0,12/11/2017,PSTR 3 1,PSTR,NS,NS,NS Native,alive,15.33981603,0,0
T0,12/11/2017,PSTR 3 2,PSTR,NS,NS,NS Native,alive,27.18423127,0,0
T0,12/11/2017,PSTR 3 3,PSTR,NS,NS,NS Native,alive,15.4696452,0,0
T0,12/11/2017,PSTR 3 4,PSTR,NS,NS,NS Native,alive,13.66701708,0.035355339,0.025
T0,12/11/2017,PSTR 3 5,PSTR,NS,NS,NS Native,alive,9.562417871,0.021213203,0.015
T0,12/11/2017,PSTR 3 6,PSTR,NS,NS,NS Native,alive,21.61156373,0,0
T0,12/11/2017,PSTR 3 7,PSTR,NS,OS,OS Transplant,alive,16.0239159,0.007071068,0.005
T0,12/11/2017,PSTR 3 8,PSTR,NS,OS,OS Transplant,alive,8.08935611,0.028284271,0.02
T0,12/11/2017,PSTR 3 9,PSTR,NS,NS,NS Native,alive,20.74270696,0.014142136,0.01
T0,12/11/2017,PSTR 3 10,PSTR,NS,OS,OS Transplant,alive,26.30538765,0,0
T0,12/11/2017,PSTR 3 11,PSTR,NS,OS,OS Transplant,alive,30.9542707,0.007071068,0.005
T0,12/11/2017,PSTR 3 12,PSTR,NS,OS,OS Transplant,alive,15.43968463,0.014142136,0.01
T0,12/11/2017,PSTR 3 13,PSTR,NS,control,control,alive,NA,NA,NA
T0,12/12/2017,PSTR 3 14,PSTR,OS,OS,OS Native,alive,5.887747036,0.014142136,0.01
T0,12/12/2017,PSTR 3 15,PSTR,OS,OS,OS Native,alive,8.891699605,0,0
T0,12/12/2017,PSTR 3 16,PSTR,OS,OS,OS Native,alive,8.971805007,0.014142136,0.01
T0,12/12/2017,PSTR 3 17,PSTR,OS,OS,OS Native,alive,6.153096179,0.021213203,0.015
T0,12/12/2017,PSTR 3 18,PSTR,OS,OS,OS Native,alive,8.686429513,0.007071068,0.005
T0,12/12/2017,PSTR 3 19,PSTR,OS,OS,OS Native,alive,5.33201581,0.021213203,0.015
T0,12/12/2017,PSTR 3 20,PSTR,OS,NS,NS Transplant,alive,6.047957839,0.014142136,0.01
T0,12/12/2017,PSTR 3 21,PSTR,OS,NS,NS Transplant,alive,5.176811594,0,0
T0,12/12/2017,PSTR 3 22,PSTR,OS,NS,NS Transplant,alive,11.20474308,0,0
T0,12/12/2017,PSTR 3 23,PSTR,OS,NS,NS Transplant,alive,6.573649539,0.007071068,0.005
T0,12/12/2017,PSTR 3 24,PSTR,OS,NS,NS Transplant,alive,6.263241107,0.021213203,0.015
T0,12/12/2017,PSTR 3 25,PSTR,OS,NS,NS Transplant,alive,9.978129117,0.007071068,0.005
T0,12/11/2017,PSTR 4 1,PSTR,NS,NS,NS Native,alive,15.17997365,0.014142136,0.01
T0,12/11/2017,PSTR 4 2,PSTR,NS,NS,NS Native,alive,13.82819499,0.014142136,0.01
T0,12/11/2017,PSTR 4 3,PSTR,NS,NS,NS Native,alive,20.77233202,0.007071068,0.005
T0,12/11/2017,PSTR 4 4,PSTR,NS,NS,NS Native,alive,27.48616601,0.070710678,0.05
T0,12/11/2017,PSTR 4 5,PSTR,NS,NS,NS Native,alive,13.4226614,0.021213203,0.015
T0,12/11/2017,PSTR 4 6,PSTR,NS,NS,NS Native,alive,20.16152833,0.035355339,0.025
T0,12/11/2017,PSTR 4 7,PSTR,NS,OS,OS Transplant,alive,13.15230567,0.007071068,0.005
T0,12/11/2017,PSTR 4 8,PSTR,NS,OS,OS Transplant,alive,12.51646904,0,0
T0,12/11/2017,PSTR 4 9,PSTR,NS,OS,OS Transplant,alive,19.25032938,0.035355339,0.025
T0,12/11/2017,PSTR 4 10,PSTR,NS,OS,OS Transplant,alive,17.87351779,0,0
T0,12/11/2017,PSTR 4 11,PSTR,NS,OS,OS Transplant,alive,9.88801054,0.007071068,0.005
T0,12/11/2017,PSTR 4 12,PSTR,NS,OS,OS Transplant,alive,17.44295125,0,0
T0,12/11/2017,PSTR 4 13,PSTR,NS,control,control,alive,NA,NA,NA
T0,12/12/2017,PSTR 4 14,PSTR,OS,OS,OS Native,alive,14.24248021,0.007071068,0.005
T0,12/12/2017,PSTR 4 15,PSTR,OS,OS,OS Native,alive,16.61372032,0,0
T0,12/12/2017,PSTR 4 16,PSTR,OS,OS,OS Native,alive,11.29973615,0.014142136,0.01
T0,12/12/2017,PSTR 4 17,PSTR,OS,OS,OS Native,alive,13.62585752,0.014142136,0.01
T0,12/12/2017,PSTR 4 18,PSTR,OS,OS,OS Native,alive,12.08680739,0.007071068,0.005
T0,12/12/2017,PSTR 4 19,PSTR,OS,OS,OS Native,alive,7.108707124,0,0
T0,12/12/2017,PSTR 4 20,PSTR,OS,NS,NS Transplant,alive,11.93139842,0.014142136,0.01
T0,12/12/2017,PSTR 4 21,PSTR,OS,NS,NS Transplant,alive,12.75356201,0.014142136,0.01
T0,12/12/2017,PSTR 4 22,PSTR,OS,NS,NS Transplant,alive,7.850659631,0.028284271,0.02
T0,12/12/2017,PSTR 4 23,PSTR,OS,NS,NS Transplant,alive,7.685224274,0.007071068,0.005
T0,12/12/2017,PSTR 4 24,PSTR,OS,NS,NS Transplant,alive,19.43113456,0,0
T0,12/12/2017,PSTR 4 25,PSTR,OS,NS,NS Transplant,alive,14.91926121,0,0
T0,12/12/2017,PSTR 4 26,PSTR,OS,control,control,alive,NA,NA,NA
T0,12/11/2017,PSTR 5 1,PSTR,NS,NS,NS Native,alive,17.02,0.014142136,0.01
T0,12/11/2017,PSTR 5 2,PSTR,NS,NS,NS Native,alive,21.48,0.014142136,0.01
T0,12/11/2017,PSTR 5 3,PSTR,NS,NS,NS Native,alive,18.24,0.014142136,0.01
T0,12/11/2017,PSTR 5 4,PSTR,NS,NS,NS Native,alive,35.03,0.042426407,0.03
T0,12/11/2017,PSTR 5 5,PSTR,NS,NS,NS Native,alive,8.58,0,0
T0,12/11/2017,PSTR 5 6,PSTR,NS,NS,NS Native,alive,12.745,0.007071068,0.005
T0,12/11/2017,PSTR 5 7,PSTR,NS,OS,OS Transplant,alive,19.4,0,0
T0,12/11/2017,PSTR 5 8,PSTR,NS,OS,OS Transplant,alive,17.005,0.007071068,0.005
T0,12/11/2017,PSTR 5 9,PSTR,NS,OS,OS Transplant,alive,25.865,0.007071068,0.005
T0,12/11/2017,PSTR 5 10,PSTR,NS,OS,OS Transplant,alive,18.855,0.035355339,0.025
T0,12/11/2017,PSTR 5 11,PSTR,NS,OS,OS Transplant,alive,21.52,0.014142136,0.01
T0,12/11/2017,PSTR 5 12,PSTR,NS,OS,OS Transplant,alive,15.45666667,0.051316014,0.029627315
T0,12/11/2017,PSTR 5 13,PSTR,NS,control,control,alive,NA,NA,NA
T0,12/12/2017,PSTR 5 14,PSTR,OS,OS,OS Native,alive,15.705,0.007071068,0.005
T0,12/12/2017,PSTR 5 15,PSTR,OS,OS,OS Native,alive,14.37,0.028284271,0.02
T0,12/12/2017,PSTR 5 16,PSTR,OS,OS,OS Native,alive,17.96,0.014142136,0.01
T0,12/12/2017,PSTR 5 17,PSTR,OS,OS,OS Native,alive,10.455,0.007071068,0.005
T0,12/12/2017,PSTR 5 18,PSTR,OS,OS,OS Native,alive,14.415,0.021213203,0.015
T0,12/12/2017,PSTR 5 19,PSTR,OS,OS,OS Native,alive,14.625,0.021213203,0.015
T0,12/12/2017,PSTR 5 20,PSTR,OS,NS,NS Transplant,alive,11.805,0.021213203,0.015
T0,12/12/2017,PSTR 5 21,PSTR,OS,NS,NS Transplant,alive,16.24,0.014142136,0.01
T0,12/12/2017,PSTR 5 22,PSTR,OS,NS,NS Transplant,alive,22.27,0.014142136,0.01
T0,12/12/2017,PSTR 5 23,PSTR,OS,NS,NS Transplant,alive,13.715,0.007071068,0.005
T0,12/12/2017,PSTR 5 24,PSTR,OS,NS,NS Transplant,alive,8.935,0.021213203,0.015
T0,12/12/2017,PSTR 5 25,PSTR,OS,NS,NS Transplant,alive,10.91,0.028284271,0.02
T0,12/12/2017,PSTR 5 26,PSTR,OS,control,control,alive,NA,NA,NA
T0,12/11/2017,PSTR 6 1,PSTR,NS,NS,NS Native,alive,23.42417871,0.007071068,0.005
T0,12/11/2017,PSTR 6 2,PSTR,NS,NS,NS Native,alive,19.59421813,0.028284271,0.02
T0,12/11/2017,PSTR 6 3,PSTR,NS,NS,NS Native,alive,14.52089356,0.014142136,0.01
T0,12/11/2017,PSTR 6 4,PSTR,NS,NS,NS Native,alive,21.29198423,0.014142136,0.01
T0,12/11/2017,PSTR 6 5,PSTR,NS,NS,NS Native,alive,12.41366623,0.014142136,0.01
T0,12/11/2017,PSTR 6 6,PSTR,NS,NS,NS Native,alive,17.48199737,0.007071068,0.005
T0,12/11/2017,PSTR 6 7,PSTR,NS,OS,OS Transplant,alive,15.6544021,0.007071068,0.005
T0,12/11/2017,PSTR 6 8,PSTR,NS,OS,OS Transplant,alive,31.1739816,0.035355339,0.025
T0,12/11/2017,PSTR 6 9,PSTR,NS,OS,OS Transplant,alive,17.88646518,0.014142136,0.01
T0,12/11/2017,PSTR 6 10,PSTR,NS,OS,OS Transplant,alive,17.69671485,0.014142136,0.01
T0,12/11/2017,PSTR 6 11,PSTR,NS,OS,OS Transplant,alive,11.59973719,0.007071068,0.005
T0,12/11/2017,PSTR 6 12,PSTR,NS,OS,OS Transplant,alive,10.42628121,0.014142136,0.01
T0,12/11/2017,PSTR 6 13,PSTR,NS,control,control,alive,NA,NA,NA
T0,12/12/2017,PSTR 6 14,PSTR,OS,OS,OS Native,alive,12.095,0.007071068,0.005
T0,12/12/2017,PSTR 6 15,PSTR,OS,OS,OS Native,alive,33.035,0.021213203,0.015
T0,12/12/2017,PSTR 6 16,PSTR,OS,OS,OS Native,alive,9.15,0.014142136,0.01
T0,12/12/2017,PSTR 6 17,PSTR,OS,OS,OS Native,alive,13.84,0.014142136,0.01
T0,12/12/2017,PSTR 6 18,PSTR,OS,OS,OS Native,alive,18.735,0.007071068,0.005
T0,12/12/2017,PSTR 6 19,PSTR,OS,OS,OS Native,alive,18.74,0.07,0.049497475
T0,12/12/2017,PSTR 6 20,PSTR,OS,NS,NS Transplant,alive,16.76,0.014142136,0.01
T0,12/12/2017,PSTR 6 21,PSTR,OS,NS,NS Transplant,alive,9.38,0.014142136,0.01
T0,12/12/2017,PSTR 6 22,PSTR,OS,NS,NS Transplant,alive,14.43,0.042426407,0.03
T0,12/12/2017,PSTR 6 23,PSTR,OS,NS,NS Transplant,alive,11.58,0.028284271,0.02
T0,12/12/2017,PSTR 6 24,PSTR,OS,NS,NS Transplant,alive,27.38,0,0
T0,12/12/2017,PSTR 6 25,PSTR,OS,NS,NS Transplant,alive,11.88,0,0
T0,12/12/2017,PSTR 6 26,PSTR,OS,control,control,alive,NA,NA,NA
T0,12/10/2017,SSID 1 1,SSID,NS,NS,NS Native,alive,26.96,0.028284271,0.02
T0,12/10/2017,SSID 1 2,SSID,NS,NS,NS Native,alive,18.27,0.014142136,0.01
T0,12/10/2017,SSID 1 3,SSID,NS,NS,NS Native,alive,20.72,0.028284271,0.02
T0,12/10/2017,SSID 1 4,SSID,NS,NS,NS Native,alive,18.25,0,0
T0,12/10/2017,SSID 1 5,SSID,NS,NS,NS Native,alive,17.175,0.007071068,0.005
T0,12/10/2017,SSID 1 6,SSID,NS,NS,NS Native,alive,24.61,0.014142136,0.01
T0,12/10/2017,SSID 1 7,SSID,NS,OS,OS Transplant,alive,21.33333333,0.032145503,0.018559215
T0,12/10/2017,SSID 1 8,SSID,NS,OS,OS Transplant,alive,17.61,0,0
T0,12/10/2017,SSID 1 9,SSID,NS,OS,OS Transplant,alive,20.945,0.021213203,0.015
T0,12/10/2017,SSID 1 10,SSID,NS,OS,OS Transplant,alive,17.06,0.014142136,0.01
T0,12/10/2017,SSID 1 11,SSID,NS,OS,OS Transplant,alive,20.74,0.028284271,0.02
T0,12/10/2017,SSID 1 12,SSID,NS,OS,OS Transplant,alive,34.43,0,0
T0,12/10/2017,SSID 1 13,SSID,NS,control,control,alive,NA,NA,NA
T0,12/13/2017,SSID 1 14,SSID,OS,OS,OS Native,alive,23.90144928,0.028284271,0.02
T0,12/13/2017,SSID 1 15,SSID,OS,OS,OS Native,alive,14.16864295,0.042426407,0.03
T0,12/13/2017,SSID 1 16,SSID,OS,OS,OS Native,alive,19.55072464,0.007071068,0.005
T0,12/13/2017,SSID 1 17,SSID,OS,OS,OS Native,alive,18.58945982,0.007071068,0.005
T0,12/13/2017,SSID 1 18,SSID,OS,OS,OS Native,alive,27.29591568,0,0
T0,12/13/2017,SSID 1 19,SSID,OS,OS,OS Native,alive,18.66455863,0.014142136,0.01
T0,12/13/2017,SSID 1 20,SSID,OS,NS,NS Transplant,alive,11.68036891,0.021213203,0.015
T0,12/13/2017,SSID 1 21,SSID,OS,NS,NS Transplant,alive,24.17681159,0.021213203,0.015
T0,12/13/2017,SSID 1 22,SSID,OS,NS,NS Transplant,alive,20.43689065,0.014142136,0.01
T0,12/13/2017,SSID 1 23,SSID,OS,NS,NS Transplant,alive,12.82187088,0.021213203,0.015
T0,12/13/2017,SSID 1 24,SSID,OS,NS,NS Transplant,alive,17.96864295,0.035355339,0.025
T0,12/13/2017,SSID 1 25,SSID,OS,NS,NS Transplant,alive,16.05612648,0.035355339,0.025
T0,12/13/2017,SSID 1 26,SSID,OS,control,control,alive,NA,NA,NA
T0,12/10/2017,SSID 2 1,SSID,NS,NS,NS Native,alive,28.06,0.014142136,0.01
T0,12/10/2017,SSID 2 2,SSID,NS,NS,NS Native,alive,22.705,0.021213203,0.015
T0,12/10/2017,SSID 2 3,SSID,NS,NS,NS Native,alive,24.02,0,0
T0,12/10/2017,SSID 2 4,SSID,NS,NS,NS Native,alive,18.965,0.021213203,0.015
T0,12/10/2017,SSID 2 5,SSID,NS,NS,NS Native,alive,19.95,0.028284271,0.02
T0,12/10/2017,SSID 2 6,SSID,NS,NS,NS Native,alive,27.85,0.014142136,0.01
T0,12/10/2017,SSID 2 7,SSID,NS,OS,OS Transplant,alive,26,0,0
T0,12/10/2017,SSID 2 8,SSID,NS,OS,OS Transplant,alive,35.61,0,0
T0,12/10/2017,SSID 2 9,SSID,NS,OS,OS Transplant,alive,31.895,0.007071068,0.005
T0,12/10/2017,SSID 2 10,SSID,NS,OS,OS Transplant,alive,28.78,0.028284271,0.02
T0,12/10/2017,SSID 2 11,SSID,NS,OS,OS Transplant,alive,34.785,0.007071068,0.005
T0,12/10/2017,SSID 2 12,SSID,NS,OS,OS Transplant,alive,29,0,0
T0,12/10/2017,SSID 2 13,SSID,NS,control,control,alive,NA,NA,NA
T0,12/13/2017,SSID 2 14,SSID,OS,OS,OS Native,alive,27.03557312,0,0
T0,12/13/2017,SSID 2 15,SSID,OS,OS,OS Native,alive,19.6458498,0.014142136,0.01
T0,12/13/2017,SSID 2 16,SSID,OS,OS,OS Native,alive,25.67378129,0.014142136,0.01
T0,12/13/2017,SSID 2 17,SSID,OS,OS,OS Native,alive,22.02397892,0.007071068,0.005
T0,12/13/2017,SSID 2 18,SSID,OS,OS,OS Native,alive,9.963109354,0.014142136,0.01
T0,12/13/2017,SSID 2 19,SSID,OS,OS,OS Native,alive,48.32859025,0.007071068,0.005
T0,12/13/2017,SSID 2 20,SSID,OS,NS,NS Transplant,alive,33.1886693,0.035355339,0.025
T0,12/13/2017,SSID 2 21,SSID,OS,NS,NS Transplant,alive,13.7030303,0.021213203,0.015
T0,12/13/2017,SSID 2 22,SSID,OS,NS,NS Transplant,alive,29.54387352,0.007071068,0.005
T0,12/13/2017,SSID 2 23,SSID,OS,NS,NS Transplant,alive,13.35256917,0.007071068,0.005
T0,12/13/2017,SSID 2 24,SSID,OS,NS,NS Transplant,alive,17.97364954,0.028284271,0.02
T0,12/13/2017,SSID 2 25,SSID,OS,NS,NS Transplant,alive,21.6284585,0,0
T0,12/10/2017,SSID 3 1,SSID,NS,NS,NS Native,alive,30.69,0.014142136,0.01
T0,12/10/2017,SSID 3 2,SSID,NS,NS,NS Native,alive,23.27,0,0
T0,12/10/2017,SSID 3 3,SSID,NS,NS,NS Native,alive,36.21,0.026457513,0.015275252
T0,12/10/2017,SSID 3 4,SSID,NS,NS,NS Native,alive,30.97,0,0
T0,12/10/2017,SSID 3 5,SSID,NS,NS,NS Native,alive,29.955,0.007071068,0.005
T0,12/10/2017,SSID 3 6,SSID,NS,NS,NS Native,alive,35.905,0.714177849,0.505
T0,12/10/2017,SSID 3 7,SSID,NS,OS,OS Transplant,alive,25.87,0.014142136,0.01
T0,12/10/2017,SSID 3 8,SSID,NS,OS,OS Transplant,alive,34.335,0.021213203,0.015
T0,12/10/2017,SSID 3 9,SSID,NS,OS,OS Transplant,alive,22.38,0.028284271,0.02
T0,12/10/2017,SSID 3 10,SSID,NS,OS,OS Transplant,alive,36.875,0.021213203,0.015
T0,12/10/2017,SSID 3 11,SSID,NS,OS,OS Transplant,alive,34.03,0.014142136,0.01
T0,12/10/2017,SSID 3 12,SSID,NS,OS,OS Transplant,alive,31.115,0.007071068,0.005
T0,12/10/2017,SSID 3 13,SSID,NS,control,control,alive,NA,NA,NA
T0,12/13/2017,SSID 3 14,SSID,OS,OS,OS Native,alive,15.66622691,0.007071068,0.005
T0,12/13/2017,SSID 3 15,SSID,OS,OS,OS Native,alive,14.59340369,0.007071068,0.005
T0,12/13/2017,SSID 3 16,SSID,OS,OS,OS Native,alive,10.44248021,0.007071068,0.005
T0,12/13/2017,SSID 3 17,SSID,OS,OS,OS Native,alive,15.82664908,0.007071068,0.005
T0,12/13/2017,SSID 3 18,SSID,OS,OS,OS Native,alive,10.95382586,0.007071068,0.005
T0,12/13/2017,SSID 3 19,SSID,OS,OS,OS Native,alive,12.40263852,0.014142136,0.01
T0,12/13/2017,SSID 3 20,SSID,OS,NS,NS Transplant,alive,13.35514512,0,0
T0,12/13/2017,SSID 3 21,SSID,OS,NS,NS Transplant,alive,12.4878628,0.007071068,0.005
T0,12/13/2017,SSID 3 22,SSID,OS,NS,NS Transplant,alive,19.28575198,0.021213203,0.015
T0,12/13/2017,SSID 3 23,SSID,OS,NS,NS Transplant,alive,12.36754617,0.007071068,0.005
T0,12/13/2017,SSID 3 24,SSID,OS,NS,NS Transplant,alive,23.97810026,0.007071068,0.005
T0,12/13/2017,SSID 3 25,SSID,OS,NS,NS Transplant,alive,8.858311346,0.007071068,0.005
T0,12/13/2017,SSID 3 26,SSID,OS,control,control,alive,NA,NA,NA
T0,12/10/2017,SSID 4 1,SSID,NS,NS,NS Native,alive,14.83857332,0,0
T0,12/10/2017,SSID 4 2,SSID,NS,NS,NS Native,alive,13.02140026,0,0
T0,12/10/2017,SSID 4 3,SSID,NS,NS,NS Native,alive,18.03117569,0.014142136,0.01
T0,12/10/2017,SSID 4 4,SSID,NS,NS,NS Native,alive,16.24914135,0.007071068,0.005
T0,12/10/2017,SSID 4 5,SSID,NS,NS,NS Native,alive,22.79498018,0.007071068,0.005
T0,12/10/2017,SSID 4 6,SSID,NS,NS,NS Native,alive,21.69062087,0.035355339,0.025
T0,12/10/2017,SSID 4 7,SSID,NS,OS,OS Transplant,alive,13.97516513,0.028284271,0.02
T0,12/10/2017,SSID 4 8,SSID,NS,OS,OS Transplant,alive,14.9992074,0.014142136,0.01
T0,12/10/2017,SSID 4 9,SSID,NS,OS,OS Transplant,alive,17.79022457,0,0
T0,12/10/2017,SSID 4 10,SSID,NS,OS,OS Transplant,alive,10.37093791,0.028284271,0.02
T0,12/10/2017,SSID 4 11,SSID,NS,OS,OS Transplant,alive,23.87926024,0.007071068,0.005
T0,12/10/2017,SSID 4 12,SSID,NS,OS,OS Transplant,alive,16.4348745,0,0
T0,12/10/2017,SSID 4 13,SSID,NS,control,control,alive,NA,NA,NA
T0,12/13/2017,SSID 4 14,SSID,OS,OS,OS Native,alive,9.822924901,0.014142136,0.01
T0,12/13/2017,SSID 4 15,SSID,OS,OS,OS Native,alive,8.140711462,0.014142136,0.01
T0,12/13/2017,SSID 4 16,SSID,OS,OS,OS Native,alive,16.80711462,0.007071068,0.005
T0,12/13/2017,SSID 4 17,SSID,OS,OS,OS Native,alive,10.15335968,0,0
T0,12/13/2017,SSID 4 18,SSID,OS,OS,OS Native,alive,6.523583663,0.007071068,0.005
T0,12/13/2017,SSID 4 19,SSID,OS,OS,OS Native,alive,12.4113307,0.007071068,0.005
T0,12/13/2017,SSID 4 20,SSID,OS,NS,NS Transplant,alive,10.65902503,0.021213203,0.015
T0,12/13/2017,SSID 4 21,SSID,OS,NS,NS Transplant,alive,15.30513834,0.007071068,0.005
T0,12/13/2017,SSID 4 22,SSID,OS,NS,NS Transplant,alive,12.94202899,0.007071068,0.005
T0,12/13/2017,SSID 4 23,SSID,OS,NS,NS Transplant,alive,23.2055336,0.007071068,0.005
T0,12/13/2017,SSID 4 24,SSID,OS,NS,NS Transplant,alive,17.44795784,0.007071068,0.005
T0,12/13/2017,SSID 4 25,SSID,OS,NS,NS Transplant,alive,10.43873518,0.007071068,0.005
T0,12/13/2017,SSID 4 26,SSID,OS,control,control,alive,NA,NA,NA
T0,12/10/2017,SSID 5 1,SSID,NS,NS,NS Native,alive,23.26,0.028284271,0.02
T0,12/10/2017,SSID 5 2,SSID,NS,NS,NS Native,alive,23.785,0.007071068,0.005
T0,12/10/2017,SSID 5 3,SSID,NS,NS,NS Native,alive,13.39,0,0
T0,12/10/2017,SSID 5 4,SSID,NS,NS,NS Native,alive,33.905,0.007071068,0.005
T0,12/10/2017,SSID 5 5,SSID,NS,NS,NS Native,alive,19.12,0.014142136,0.01
T0,12/10/2017,SSID 5 6,SSID,NS,NS,NS Native,alive,15.545,0.007071068,0.005
T0,12/10/2017,SSID 5 7,SSID,NS,OS,OS Transplant,alive,21.635,0.007071068,0.005
T0,12/10/2017,SSID 5 8,SSID,NS,OS,OS Transplant,alive,18.235,0.06363961,0.045
T0,12/10/2017,SSID 5 9,SSID,NS,OS,OS Transplant,alive,35.28,0.014142136,0.01
T0,12/10/2017,SSID 5 10,SSID,NS,OS,OS Transplant,alive,32.745,0.007071068,0.005
T0,12/10/2017,SSID 5 11,SSID,NS,OS,OS Transplant,alive,13.015,0.021213203,0.015
T0,12/10/2017,SSID 5 12,SSID,NS,OS,OS Transplant,alive,19.095,0.021213203,0.015
T0,12/10/2017,SSID 5 13,SSID,NS,control,control,alive,NA,NA,NA
T0,12/13/2017,SSID 5 14,SSID,OS,OS,OS Native,alive,10.77918314,0.007071068,0.005
